,location_inland,location_coast,season_spring,season_summer,season_fall,season_winter,time_dawn,time_morning,time_afternoon,time_night,NO2,O3,SO2,CO,ET
208,0,1,0,0,1,0,0,0,0,1,9.782608999999999,0.025083,0.357143,0.354167,1.0
209,0,1,0,0,1,0,0,0,0,1,9.913043,0.014667,1.442857,0.429167,1.0
210,1,0,0,1,0,0,0,0,0,1,9.956522,0.012167,1.086957,0.16087,1.0
211,1,0,0,0,0,1,1,0,0,0,9.956522,0.010875,0.818182,0.33913000000000004,1.0
212,1,0,0,0,0,1,1,0,0,0,10.043478,0.011875,1.954545,0.583333,1.0
213,0,1,0,0,0,1,0,0,0,1,10.043478,0.011875,1.954545,0.583333,1.0
214,0,1,0,0,1,0,0,0,0,1,10.043478,0.027999999999999997,0.909091,0.43333299999999997,1.0
215,0,1,0,0,1,0,0,0,0,1,10.086957,0.0225,5.26087,0.633333,1.0
216,1,0,1,0,0,0,0,0,0,1,10.090909,0.034,0.47618999999999995,0.377273,1.0
217,1,0,0,0,0,1,0,0,1,0,10.130435,0.009292,0.828571,0.4875,1.0
218,0,1,0,1,0,0,1,0,0,0,10.130435,0.048708,2.0333330000000003,0.033333,1.0
219,1,0,0,0,0,1,0,0,0,1,10.173913,0.0057079999999999995,0.857143,0.27826100000000004,1.0
220,1,0,1,0,0,0,1,0,0,0,10.173913,0.039667,0.043477999999999996,0.0,1.0
221,1,0,1,0,0,0,0,0,0,1,10.260869999999999,0.020291999999999998,1.0,0.425,1.0
222,0,1,1,0,0,0,1,0,0,0,10.304348,0.029833,0.0,0.317391,1.0
223,0,1,1,0,0,0,0,0,0,1,10.304348,0.029833,0.0,0.317391,1.0
224,1,0,1,0,0,0,0,0,0,1,10.304348,0.033625,1.157143,0.35,1.0
225,1,0,0,0,1,0,0,0,0,1,10.434783,0.01825,2.0,0.386957,1.0
226,1,0,0,0,1,0,0,0,0,1,10.434783,0.01825,2.0,0.386957,1.0
227,0,1,0,0,0,1,0,0,1,0,10.434783,0.013416999999999998,1.0,0.304167,1.0
228,1,0,1,0,0,0,0,0,0,1,10.434783,0.037708,3.0,0.3,1.0
229,0,1,0,1,0,0,0,0,0,1,10.652174,0.028582999999999997,0.842857,0.334783,1.0
230,0,1,0,0,1,0,0,0,0,1,10.652174,0.026375,0.045455,0.2875,1.0
231,1,0,0,0,1,0,1,0,0,0,10.782608999999999,0.030917,1.0,0.326087,1.0
232,0,1,1,0,0,0,0,0,0,1,10.782608999999999,0.031167,0.228571,0.2,1.0
233,0,1,0,0,0,1,0,0,0,1,10.956522,0.013333000000000001,0.44285699999999995,0.443478,1.0
234,1,0,1,0,0,0,0,0,0,1,10.956522,0.036083,3.3,0.617391,1.0
235,0,1,1,0,0,0,0,0,0,1,10.956522,0.036083,3.3,0.617391,1.0
236,0,1,0,0,0,1,0,0,0,1,11.043478,0.008583,1.2285709999999999,0.35,1.0
237,1,0,0,1,0,0,0,0,0,1,11.043478,0.041208,4.227273,0.269565,1.0
238,0,1,0,0,0,1,0,0,0,1,11.130435,0.018083000000000002,0.090909,0.470833,1.0
239,0,1,0,0,0,1,1,0,0,0,11.304348,0.013291999999999998,1.185714,0.3625,1.0
240,1,0,0,0,0,1,0,0,0,1,11.391304,0.016208,1.772727,0.854167,1.0
241,0,1,0,0,1,0,1,0,0,0,11.434783,0.02575,1.181818,0.445833,1.0
242,0,1,0,0,1,0,0,0,1,0,11.434783,0.02575,1.181818,0.445833,1.0
243,0,1,0,0,1,0,0,0,0,1,11.434783,0.02575,1.181818,0.445833,1.0
244,1,0,0,0,0,1,1,0,0,0,11.521739,0.021625,0.227273,0.41304300000000005,1.0
245,1,0,0,0,0,1,0,0,0,1,11.652174,0.014667,1.090909,0.595833,1.0
246,1,0,1,0,0,0,0,0,0,1,11.739130000000001,0.024708,1.785714,0.45652200000000004,1.0
247,0,1,0,0,0,1,0,0,0,1,11.869565,0.005333,0.0,0.356522,1.0
248,1,0,0,0,1,0,0,0,0,1,12.090909,0.032125,4.066667,0.29090900000000003,1.0
249,1,0,0,0,1,0,0,1,0,0,12.217391000000001,0.013875,0.0,0.308696,1.0
250,1,0,0,0,1,0,0,0,0,1,12.217391000000001,0.013875,0.0,0.308696,1.0
251,0,1,0,0,1,0,0,0,0,1,12.347826,0.042167,0.128571,0.354167,1.0
252,0,1,0,0,0,1,1,0,0,0,12.347826,0.015458000000000001,0.272727,0.508696,1.0
253,1,0,1,0,0,0,0,0,0,1,12.565217,0.025292,4.642857,0.325,1.0
254,0,1,0,0,0,1,0,0,1,0,12.565217,0.027042,0.085714,0.4375,1.0
255,0,1,0,0,0,1,0,0,0,1,12.565217,0.01775,2.5,0.5,1.0
256,0,1,1,0,0,0,0,0,0,1,12.652174,0.034957999999999996,1.2,0.417391,1.0
257,1,0,0,0,0,1,1,0,0,0,12.913043,0.010167,0.44285699999999995,0.838889,1.0
258,1,0,0,0,1,0,1,0,0,0,12.913043,0.015166999999999998,1.0,0.42173900000000003,1.0
259,0,1,0,0,1,0,0,0,1,0,12.913043,0.015166999999999998,1.0,0.42173900000000003,1.0
260,0,1,0,0,1,0,0,0,0,1,12.913043,0.015166999999999998,1.0,0.42173900000000003,1.0
261,0,1,0,0,0,1,0,0,0,1,13.0,0.021778,0.0,0.4,1.0
262,1,0,1,0,0,0,0,0,0,1,13.043478,0.028417,1.590909,0.429167,1.0
263,1,0,1,0,0,0,0,0,0,1,13.058824000000001,0.020571000000000002,0.55,0.407143,1.0
264,1,0,1,0,0,0,0,0,0,1,13.173913,0.017333,0.727273,0.529167,1.0
265,0,1,0,1,0,0,0,0,0,1,13.217391000000001,0.022292,0.757143,0.4375,1.0
266,1,0,0,0,1,0,0,1,0,0,13.26087,0.0060420000000000005,0.545455,0.543478,1.0
267,0,1,0,0,1,0,0,0,0,1,13.26087,0.0060420000000000005,0.545455,0.543478,1.0
268,1,0,0,1,0,0,0,0,0,1,13.391304000000002,0.022042,0.8636360000000001,0.325,1.0
269,1,0,1,0,0,0,1,0,0,0,13.434783,0.019167,0.0,0.275,1.0
270,1,0,1,0,0,0,0,0,1,0,13.434783,0.038125,2.257143,0.482609,1.0
271,0,1,1,0,0,0,0,0,0,1,13.434783,0.038125,2.257143,0.482609,1.0
272,1,0,0,0,1,0,1,0,0,0,13.565217,0.021083,0.045455,0.430435,1.0
273,0,1,1,0,0,0,0,0,0,1,13.695651999999999,0.028832999999999998,0.271429,0.256522,1.0
274,1,0,1,0,0,0,0,0,0,1,13.695651999999999,0.028832999999999998,0.271429,0.256522,1.0
275,1,0,0,0,0,1,0,0,0,1,13.73913,0.021458,1.045455,0.416667,1.0
276,1,0,0,0,1,0,0,0,0,1,13.782608999999999,0.025042,3.9857139999999998,0.420833,1.0
277,1,0,0,0,1,0,1,0,0,0,13.956522,0.011625,1.0,0.37916700000000003,1.0
278,1,0,0,0,1,0,0,0,0,1,13.956522,0.011625,1.0,0.37916700000000003,1.0
279,1,0,0,1,0,0,1,0,0,0,14.086957,0.029457999999999998,0.090909,0.326087,1.0
